epoch,training_loss
1,0.2786688741048177
2,0.21240298800998264
3,0.16112508138020834
4,0.08434516906738282
5,0.04494512769911024
6,0.03109720230102539
7,0.026581929524739582
8,0.02323304918077257
9,0.020892499287923177
10,0.01997296863132053
11,0.018011383480495878
12,0.017183496687147352
13,0.016756004757351346
14,0.015628271102905274
15,0.015314530266655815
16,0.014450997246636284
17,0.01440916273328993
18,0.013913568920559354
19,0.013568604787190755
20,0.013767967224121094
21,0.013069189919365776
22,0.013143014907836915
23,0.012679292890760634
24,0.013134502834743924
25,0.012523206075032552
26,0.012231682671440973
27,0.012435427771674262
28,0.011992393069797092
29,0.011435970730251736
30,0.011411155064900716
31,0.011282761891682943
32,0.011486464606391059
33,0.011652508841620552
34,0.011625096003214519
35,0.010841700236002604
36,0.01075902197096083
37,0.011151987711588542
38,0.010662661658393012
39,0.010972607930501302
40,0.010395105150010851
41,0.010459344651963976
42,0.011626775529649523
43,0.010296211242675782
44,0.010482279459635417
45,0.010209009382459852
46,0.010129497316148546
47,0.010099512736002604
48,0.010505218505859375
49,0.010302825503879124
50,0.010057558483547635
51,0.009880864885118273
52,0.01029525015089247
53,0.009669068654378256
54,0.011085130903455946
55,0.009818967183430989
56,0.009996821085611979
57,0.009569464789496527
58,0.009493945439656575
59,0.009671458138359918
60,0.00935055414835612
61,0.00933624267578125
62,0.009305434756808811
63,0.009310363133748372
64,0.010466787550184462
65,0.009287878672281901
66,0.009800191455417209
67,0.009270197550455729
68,0.009213444391886393
69,0.008905426661173502
70,0.0092236328125
71,0.009009390936957466
72,0.009177273644341363
73,0.008951749801635742
74,0.008914224836561416
75,0.009509656694200303
76,0.009242752922905816
77,0.009408885108100043
78,0.008770373662312826
79,0.00884407467312283
80,0.008917081620958117
81,0.00924841774834527
82,0.009577236175537109
83,0.009607757992214626
84,0.008771497408548991
85,0.008945882585313585
86,0.009816044701470268
87,0.009000687069363064
88,0.009206918080647787
89,0.008770644399854872
90,0.0087715392642551
91,0.008574630949232314
92,0.008726290067036947
93,0.00874080393049452
94,0.008664249844021267
95,0.008509560690985785
96,0.00862366729312473
97,0.008991004096137152
98,0.009078765445285374
99,0.008533288107977974
100,0.008798060946994358
